"id","ref_order_code","ref_product_code","ref_product_brand","ref_product_name","ref_product_price","ref_product_color","ref_product_storage","product_type","deposit","finance","increase","increase_amount","commission_admin","finance_befor_tax","sales_tax","finance_amount","finance_cost","cost_report_rd","installment_amount","installment_number","finance_per_month","increase_per_month","sales_tax_per_month","installment_total","processing","detail_quantity","detail_amount","detail_status","mobile_imei","mobile_serial_no","created_by","created_at","updated_at","updated_by"
"158","REQ2509-00158","357214984382396","Apple","iPhone 13 128 Gb สีขาว","15900","4","128 Gb","1","3180","12720","0.6","7632","1272","21624","1513.68","23137.68","13992","19461.6","2313.77","10","1399.2","763.2","151.37","23137.68","0","1","26317.68","1","357214984382396","C1K4YGXNHX","admins","2025-09-23 12:09:13","2025-09-23 12:09:36","admins"
"159","REQ2509-00159","350636278064701","Apple","iPhone 14 Pro Max 128 Gb สีดำ","23900","5","128 Gb","2","4780","19120","0.6","11472","1912","32504","2275.28","34779.28","21032","29253.6","3477.93","10","2103.2","1147.2","227.53","34779.28","0","1","39559.28","1","350636278064701","L6Q9K00XW6","admins","2025-09-23 16:26:18","2025-09-23 16:26:59","admins"
"160","REQ2509-00160","358388757095259","Apple","iPhone 15 256 Gb สีชมพู","17900","7","256 Gb","2","3580","14320","0.6","8592","1432","24344","1704.08","26048.08","15752","21909.6","2604.81","10","1575.2","859.2","170.41","26048.08","0","1","29628.08","1","358388757095259","CJF3GTC44F","admins","2025-09-23 17:09:45","2025-09-23 17:10:38","admins"
"161","REQ2509-00161","353924102024761","Apple","iPhone 11 Pro Max 256 Gb สีทอง","10500","12","256 Gb","2","2100","8400","0.6","5040","840","14280","999.6","15279.6","9240","12852","1527.96","10","924","504","99.96","15279.6","0","1","17379.6","1","353924102024761","FK1ZGP4BN710","nicha","2025-09-25 14:01:58","2025-09-25 14:03:08","nicha"
"162","REQ2509-00162","353914105408467","Apple","iPhone 11 Pro Max 256 Gb สีมิดไนท์","10500","27","256 Gb","2","1600","8900","0.6","5340","890","15130","1059.1","16189.1","9790","13617","1618.91","10","979","534","105.91","16189.1","0","1","17789.1","1","353914105408467","F2LZP5TQN711","nicha","2025-09-26 11:08:31","2025-09-26 11:09:07","nicha"
"163","REQ2509-00163","359136688197952","Apple","iPhone 14 128 Gb สีม่วง","8000","1","128 Gb","2","0","8000","0.54","4320","800","13120","918.4","14038.4","8800","11808","2339.73","6","1466.67","720","153.07","14038.4","0","1","14038.4","1","359136688197952","K9RN91RFKP","nicha","2025-09-26 11:39:06","2025-09-26 11:40:21","nicha"
"164","REQ2509-00164","352864110728345","Apple","iPhone 11 Pro Max 256 Gb สีดำ","10500","5","256 Gb","2","1600","8900","0.6","5340","890","15130","1059.1","16189.1","9790","13617","1618.91","10","979","534","105.91","16189.1","0","1","17789.1","1","352864110728345","FK1D983FN70X","nicha","2025-09-26 14:04:14","2025-09-26 14:06:16","nicha"
"165","REQ2509-00165","356194442576501","Apple","iPhone 12 Pro Max 256 Gb แปซิฟิกบลู","15500","24","256 Gb","2","3100","12400","0.6","7440","1240","21080","1475.6","22555.6","13640","18972","2255.56","10","1364","744","147.56","22555.6","0","1","25655.6","1","356194442576501","F2LDV52W0D56","nicha","2025-09-27 16:17:41","2025-09-27 16:18:54","nicha"
"166","REQ2509-00166","357177505599618","Apple","iPhone 13 Pro Max 128 Gb สีเซียร์ร่าบลู","19500","10","128 Gb","2","3900","15600","0.6","9360","1560","26520","1856.4","28376.4","17160","23868","2837.64","10","1716","936","185.64","28376.4","0","1","32276.4","1","357177505599618","K22PX11Q46","nicha","2025-09-28 13:54:00","2025-09-28 13:55:11","nicha"
"167","REQ2509-00167","358438440640902","Apple","iPhone 12 Pro 128 Gb สีดำ","12000","5","128 Gb","2","2400","9600","0.6","5760","960","16320","1142.4","17462.4","10560","14688","1746.24","10","1056","576","114.24","17462.4","0","1","19862.4","1","358438440640902","G6TDW29R0D8X","nicha","2025-09-29 11:54:25","2025-09-29 11:55:21","nicha"
"168","REQ2509-00168","358719290275406","Apple","iPhone 16 128 Gb สีขาว","22900","4","128 Gb","2","4600","18300","0.6","10980","1830","31110","2177.7","33287.7","20130","27999","3328.77","10","2013","1098","217.77","33287.7","0","1","37887.7","1","358719290275406","CFJPKVP9YJ","nicha","2025-09-29 16:00:55","2025-09-29 16:01:38","nicha"
"169","REQ2509-00169","357514590134663","Apple","iPhone 13 128 Gb สีมิดไนท์","15900","27","128 Gb","1","3200","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","2310.13","10","1397","762","151.13","23101.3","0","1","26301.3","1","357514590134663","HGV91C7DQG","nicha","2025-09-30 11:26:52","2025-09-30 11:27:39","nicha"
"170","REQ2510-00170","357514590576186","Apple","iPhone 13 128 Gb สีดำ","15900","5","128 Gb","1","3180","12720","0.6","7632","1272","21624","1513.68","23137.68","13992","19461.6","2313.77","10","1399.2","763.2","151.37","23137.68","0","1","26317.68","1","357514590576186","MWWFQX9PTY","admins","2025-10-02 11:01:45","2025-10-02 11:02:33","admins"
"171","REQ2510-00171","351651529295755","Apple","iPhone 14 Pro Max 128 Gb สีม่วงเข้ม","23900","34","128 Gb","2","4780","19120","0.6","11472","1912","32504","2275.28","34779.28","21032","29253.6","3477.93","10","2103.2","1147.2","227.53","34779.28","0","1","39559.28","1","351651529295755","JFFK7D02Y4","admins","2025-10-02 12:05:19","2025-10-02 13:24:16","admins"
"172","REQ2510-00172","352822110642353","Apple","iPhone 11 Pro 64 Gb สีมิดไนท์","9000","27","64 Gb","2","1800","7200","0.6","4320","720","12240","856.8","13096.8","7920","11016","1309.68","10","792","432","85.68","13096.8","0","1","14896.8","1","352822110642353","F17CGFW9N6Y5","nicha","2025-10-02 18:24:55","2025-10-02 18:26:36","nicha"
"173","REQ2510-00173","355908667204858","Apple","iPhone 13 Pro Max 256 Gb สีดำ","19500","5","256 Gb","2","3900","15600","0.6","9360","1560","26520","1856.4","28376.4","17160","23868","2837.64","10","1716","936","185.64","28376.4","0","1","32276.4","1","355908667204858","PNFNJ0446J","nicha","2025-10-03 15:24:29","2025-10-03 15:32:14","nicha"
"174","REQ2510-00174","P01010111552-1","Apple","iPhone 12 Pro Max 128 Gb สีดำ","14500","5","128 Gb","2","2900","11600","0.6","6960","1160","19720","1380.4","21100.4","12760","17748","2110.04","10","1276","696","138.04","21100.4","0","1","24000.4","1","352850796388371","G0NF42D30D4Y","nicha","2025-10-03 16:24:08","2025-10-03 16:28:15","nicha"
"175","REQ2510-00175","353854135037094","Apple","iPhone 12 Pro Max 128 Gb แปซิฟิกบลู","14500","24","128 Gb","2","2900","11600","0.6","6960","1160","19720","1380.4","21100.4","12760","17748","2110.04","10","1276","696","138.04","21100.4","0","1","24000.4","1","353854135037094","G0PF2DYY0D52","nicha","2025-10-03 18:06:38","2025-10-03 18:07:31","nicha"
"176","REQ2510-00176","352834112968629","Apple","iPhone 11 Pro 64 Gb สีทอง","9000","23","64 Gb","2","1800","7200","0.6","4320","720","12240","856.8","13096.8","7920","11016","1309.68","10","792","432","85.68","13096.8","0","1","14896.8","1","352834112968629","F17D44ZRN6Y4","nicha","2025-10-04 12:16:40","2025-10-04 12:17:45","nicha"
"177","REQ2510-00177","355908668127702","Apple","iPhone 13 Pro Max 256 Gb สีทอง","19500","23","256 Gb","2","3900","15600","0.6","9360","1560","26520","1856.4","28376.4","17160","23868","2837.64","10","1716","936","185.64","28376.4","0","1","32276.4","1","355908668127702","RGPL7V1WNW","nicha","2025-10-04 17:03:23","2025-10-04 17:05:11","nicha"
"178","REQ2510-00178","354660203848877","Apple","iPhone 15 Plus 256 Gb สีชมพู","20900","7","256 Gb","2","11000","9900","0.6","5940","990","16830","1178.1","18008.1","10890","15147","1800.81","10","1089","594","117.81","18008.1","0","1","29008.1","1","354660203848877","JPQWC4NT9R","nicha","2025-10-04 18:06:22","2025-10-04 18:07:40","nicha"
"179","REQ2510-00179","359265385161803","Apple","iPhone 14 Pro Max 256 Gb สีม่วง","24900","1","256 Gb","2","5000","19900","0.6","11940","1990","33830","2368.1","36198.1","21890","30447","3619.81","10","2189","1194","236.81","36198.1","0","1","41198.1","1","359265385161803","DWF71X22QY","nicha","2025-10-05 14:02:38","2025-10-05 14:03:12","nicha"
"180","REQ2510-00180","359265383449507","Apple","iPhone 14 Pro Max 256 Gb สีม่วงเข้ม","24900","34","256 Gb","2","5000","19900","0.6","11940","1990","33830","2368.1","36198.1","21890","30447","3619.81","10","2189","1194","236.81","36198.1","0","1","41198.1","1","359265383449507","LDHFC63XCJ","nicha","2025-10-06 14:04:54","2025-10-06 14:07:41","nicha"
"181","REQ2510-00181","358271954686114","Apple","iPhone 13 128 Gb สีชมพู","12900","7","128 Gb","2","2600","10300","0.6","6180","1030","17510","1225.7","18735.7","11330","15759","1873.57","10","1133","618","122.57","18735.7","0","1","21335.7","1","358271954686114","JRG4V2V31L","nicha","2025-10-07 10:49:58","2025-10-07 10:51:02","nicha"
"182","REQ2510-00182","353021584003981","Apple","iPhone 15 128 Gb สีดำ","16900","5","128 Gb","2","3380","13520","2.247","30379.44","1352","45251.44","3167.6","48419.04","14872","40726.3","4034.92","12","1239.33","2531.62","263.97","48419.04","0","1","51799.04","1","353021584003981","H0C0WX240L","nicha","2025-10-10 13:44:14","2025-10-10 13:45:34","nicha"
"183","REQ2510-00183","353021584003981","Apple","iPhone 15 128 Gb สีดำ","16900","5","128 Gb","2","2600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2167.64","12","1310.83","715","141.81","26011.7","0","1","28611.7","1","353021584003981","H0C0WX240L","nicha","2025-10-10 13:57:29","2025-10-10 13:58:16","nicha"
"184","REQ2510-00184","354324413526449","Apple","iPhone 15 Pro 256 Gb ไทเทเนียมขาว","24900","30","256 Gb","2","3800","21100","0.6","12660","2110","35870","2510.9","38380.9","23210","32283","3198.41","12","1934.17","1055","209.24","38380.9","0","1","42180.9","1","354324413526449","NM72FX1J0Q","nicha","2025-10-11 15:47:20","2025-10-11 15:51:27","nicha"
"185","REQ2510-00185","358546117004184","Apple","iPhone 13 128 Gb สีดำ","12900","5","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","358546117004184","L70WD4LQ3Y","nicha","2025-10-12 11:46:45","2025-10-12 11:47:45","nicha"
"186","REQ2510-00186","P01010211632-1","Apple","iPhone 15 Plus 256 Gb สีเขียว","20900","3","256 Gb","2","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","350110763603837","M4Y0XPX7XR","nicha","2025-10-13 11:24:10","2025-10-13 11:28:30","nicha"
"187","REQ2510-00187","359666225219091","Apple","iPhone 14 Pro 128 Gb สีดำ","20900","5","128 Gb","2","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","359666225219091","TC61V6MVY3","nicha","2025-10-13 12:48:31","2025-10-13 12:50:02","nicha"
"188","REQ2510-00188","351366063965479","Apple","iPhone 16 Pro Max 256 Gb ทะเลทราย","35900","36","256 Gb","2","11000","24900","0.6","14940","2490","42330","2963.1","45293.1","27390","38097","3774.43","12","2282.5","1245","246.93","45293.1","0","1","56293.1","1","351366063965479","HW3M6W7GK7","nicha","2025-10-13 14:50:09","2025-10-13 14:53:38","nicha"
"189","REQ2510-00189","350510543773844","Apple","iPhone 12 Pro 128 Gb สีขาว","11900","4","128 Gb","2","1800","10100","0.6","6060","1010","17170","1201.9","18371.9","11110","15453","1837.19","10","1111","606","120.19","18371.9","0","1","20171.9","1","350510543773844","G6TF83VW0D8Y","nicha","2025-10-13 17:22:20","2025-10-13 17:24:21","nicha"
"190","REQ2510-00190","353920103429207","Apple","iPhone 11 Pro Max 256 Gb สีมิดไนท์","10500","27","256 Gb","2","1600","8900","0.6","5340","890","15130","1059.1","16189.1","9790","13617","1618.91","10","979","534","105.91","16189.1","0","1","17789.1","1","353920103429207","FK1ZL380N711","nicha","2025-10-13 17:28:21","2025-10-13 17:29:59","nicha"
"191","REQ2510-00191","352528330276324","Apple","iPhone 13 128 Gb สีมิดไนท์","15000","27","128 Gb","1","2300","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","1925.11","12","1164.17","635","125.94","23101.3","0","1","25401.3","1","352528330276324","C4CQTXTY0C","nicha","2025-10-16 11:11:50","2025-10-16 11:13:14","nicha"
"192","REQ2510-00192","356389953498653","Apple","iPhone 13 Pro Max 256 Gb สีเซียร์ร่าบลู","19500","10","256 Gb","2","3000","16500","0.6","9900","1650","28050","1963.5","30013.5","18150","25245","2501.13","12","1512.5","825","163.63","30013.5","0","1","33013.5","1","356389953498653","J4JKH6DG3M","nicha","2025-10-16 15:34:56","2025-10-16 15:36:21","nicha"
"193","REQ2510-00193","357291749494716","Apple","iPhone 15 128 Gb สีฟ้า","16900","17","128 Gb","2","2600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2167.64","12","1310.83","715","141.81","26011.7","0","1","28611.7","1","357291749494716","H65KWM9F45","nicha","2025-10-16 17:46:28","2025-10-16 17:48:07","nicha"
"194","REQ2510-00194","359473645369097","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมขาว","27900","30","256 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","359473645369097","JJR7FVKCXH","nicha","2025-10-17 18:27:08","2025-10-17 18:29:08","nicha"
"195","REQ2510-00195","352391577179820","Apple","iPhone 13 128 Gb สีขาว","12900","4","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","352391577179820","QGG3H7YH9X","nicha","2025-10-18 12:01:48","2025-10-18 12:04:07","nicha"
"196","REQ2510-00196","357370822726044","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมดำ","27900","31","256 Gb","2","7200","20700","0.6","12420","2070","35190","2463.3","37653.3","22770","31671","3137.78","12","1897.5","1035","205.28","37653.3","0","1","44853.3","1","357370822726044","G07H2RHFKW","nicha","2025-10-18 15:40:10","2025-10-18 15:41:05","nicha"
"197","REQ2510-00197","351080474291595","Apple","iPhone 15 Pro 128 Gb ไทเทเนียมธรรมชาติ","23900","28","128 Gb","2","3600","20300","0.6","12180","2030","34510","2415.7","36925.7","22330","31059","3077.14","12","1860.83","1015","201.31","36925.7","0","1","40525.7","1","351080474291595","KFWKVGMX5C","admins","2025-10-19 11:39:43","2025-10-19 11:40:45","admins"
"198","REQ2510-00198","354154406842069","Apple","iPhone 13 128 Gb สีชมพู","12900","7","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","354154406842069","L963HHV7MJ","nicha","2025-10-20 14:40:29","2025-10-20 14:43:08","nicha"
"199","REQ2510-00199","358388757095259","Apple","iPhone 15 256 Gb สีชมพู","17900","7","256 Gb","2","2700","15200","0.6","9120","1520","25840","1808.8","27648.8","16720","23256","2304.07","12","1393.33","760","150.73","27648.8","0","1","30348.8","1","358388757095259","CJF3GTC44F","nicha","2025-10-20 17:14:31","2025-10-20 17:15:20","nicha"
"200","REQ2510-00200","356706922075371","Apple","iPhone 13 256 Gb สีชมพู","13900","7","256 Gb","2","2800","11100","0.6","6660","1110","18870","1320.9","20190.9","12210","16983","2019.09","10","1221","666","132.09","20190.9","0","1","22990.9","1","356706922075371","Y0TMW2H349","nicha","2025-10-21 11:08:21","2025-10-21 11:10:26","nicha"
"201","REQ2510-00201","P010102515282-1","Apple","iPhone 16 Pro 128 Gb ไทเทเนียมธรรมชาติ","27900","28","128 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","357592314342903","H1Q66V44W9","nicha","2025-10-24 17:09:16","2025-10-24 17:10:49","nicha"
"202","REQ2510-00202","352916115141781","Apple","iPhone 11 128 Gb สีดำ","8900","5","128 Gb","2","1400","7500","0.6","4500","750","12750","892.5","13642.5","8250","11475","1364.25","10","825","450","89.25","13642.5","0","1","15042.5","1","352916115141781","F4HCGAH1N73D","nicha","2025-10-24 17:58:01","2025-10-24 18:01:05","nicha"
"203","REQ2510-00203","P01010231642-1","Apple","iPhone 15 Pro Max 256 Gb สีขาว","27900","4","256 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","350069702630659","HJD9KC66W2","nicha","2025-10-24 17:58:39","2025-10-24 18:01:59","nicha"
"204","REQ2510-00204","358564740184182","Apple","iPhone 16 Pro 256 Gb ทะเลทราย","28900","36","256 Gb","2","4400","24500","0.6","14700","2450","41650","2915.5","44565.5","26950","37485","3713.79","12","2245.83","1225","242.96","44565.5","0","1","48965.5","1","358564740184182","HMVFJFX90X","nicha","2025-10-25 11:11:40","2025-10-25 11:12:34","nicha"
"205","REQ2510-00205","357165272791666","Apple","iPhone 15 128 Gb สีดำ","20900","5","128 Gb","1","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","357165272791666","D3C62XGCYV","nicha","2025-10-25 14:09:15","2025-10-25 14:17:53","nicha"
"206","REQ2510-00206","350343686482993","Apple","iPhone 16 128 Gb สีฟ้า","21900","17","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","350343686482993","MF9XQFQG44","nicha","2025-10-25 17:49:28","2025-10-25 17:51:05","nicha"
"207","REQ2510-00207","351232994091928","Apple","iPhone 12 Pro Max 128 Gb สีกราไฟต์","13500","13","128 Gb","2","3200","10300","0.6","6180","1030","17510","1225.7","18735.7","11330","15759","1873.57","10","1133","618","122.57","18735.7","0","1","21935.7","1","351232994091928","G0NF11FE0D4Y","nicha","2025-10-26 17:47:34","2025-10-26 17:48:28","nicha"
"208","REQ2510-00208","353650694902565","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมน้ำเงิน","27900","29","256 Gb","1","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","353650694902565","VTVTJ7R0QW","nicha","2025-10-27 12:28:02","2025-10-27 12:30:12","nicha"
"209","REQ2510-00209","352973356527392","Apple","Iphone 16 plus 128 Gb สีชมพู","24900","7","128 Gb","2","3800","21100","0.6","12660","2110","35870","2510.9","38380.9","23210","32283","3198.41","12","1934.17","1055","209.24","38380.9","0","1","42180.9","1","352973356527392","F9G29XG60P","nicha","2025-10-27 16:24:25","2025-10-27 16:26:36","nicha"
"210","REQ2510-00210","353917856614647","Apple","iPhone 14 128 Gb สีขาว","13900","4","128 Gb","2","2100","11800","0.6","7080","1180","20060","1404.2","21464.2","12980","18054","1788.68","12","1081.67","590","117.02","21464.2","0","1","23564.2","1","353917856614647","HGX46LG9N9","nicha","2025-10-28 15:55:48","2025-10-28 15:57:42","nicha"
"211","REQ2510-00211","356116986199945","Apple","iPhone 15 Pro 256 Gb ไทเทเนียมดำ","25900","31","256 Gb","2","3800","22100","0.6","13260","2210","37570","2629.9","40199.9","24310","33813","3349.99","12","2025.83","1105","219.16","40199.9","0","1","43999.9","1","356116986199945","TFP62RNG4X","nicha","2025-10-28 17:53:24","2025-10-28 17:55:07","nicha"
"212","REQ2510-00212","350343683200729","Apple","iPhone 16 128 Gb สีขาว","21900","4","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","350343683200729","DWP07DFVNN","nicha","2025-10-29 10:36:48","2025-10-29 10:38:11","nicha"
"213","REQ2510-00213","357214989260241","Apple","iPhone 13 128 Gb สีมิดไนท์","15000","27","128 Gb","1","2300","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","1925.11","12","1164.17","635","125.94","23101.3","0","1","25401.3","1","357214989260241","K1JX77M12M","nicha","2025-10-29 13:00:24","2025-10-29 13:01:53","nicha"
"214","REQ2510-00214","355656667614457","Apple","iPhone 14 Pro Max 128 Gb สีขาว","22900","4","128 Gb","2","3500","19400","0.6","11640","1940","32980","2308.6","35288.6","21340","29682","2940.72","12","1778.33","970","192.38","35288.6","0","1","38788.6","1","355656667614457","M19WKPDF4Y","nicha","2025-10-29 13:31:39","2025-10-29 13:32:45","nicha"
"215","REQ2510-00215","354542502204921","Apple","iPhone 14 Pro 128 Gb สีม่วง","19900","1","128 Gb","2","3000","16900","0.6","10140","1690","28730","2011.1","30741.1","18590","25857","2561.76","12","1549.17","845","167.59","30741.1","0","1","33741.1","1","354542502204921","N7H4JHL92T","nicha","2025-10-29 14:25:53","2025-10-29 14:26:50","nicha"
"216","REQ2510-00216","353914105560523","Apple","iPhone 11 Pro Max 256 Gb สีมิดไนท์","10900","27","256 Gb","2","1700","9200","0.6","5520","920","15640","1094.8","16734.8","10120","14076","1673.48","10","1012","552","109.48","16734.8","0","1","18434.8","1","353914105560523","FK1ZQ0CWN711","nicha","2025-10-29 18:04:58","2025-10-29 18:07:24","nicha"
"217","REQ2510-00217","P01010191652-","Apple","iPhone 14 Pro Max 256 Gb สีดำ","23900","5","6","2","3600","20300","0.6","12180","2030","34510","2415.7","36925.7","22330","31059","3077.14","12","1860.83","1015","201.31","36925.7","0","1","40525.7","1","351651522981211","G21TF7G6CM","nicha","2025-10-30 11:21:08","2025-10-30 15:20:24","nicha"
"218","REQ2510-00218","358181353191824","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","27900","28","256 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","358181353191824","L2L9H0JJ1G","nicha","2025-10-30 14:50:45","2025-10-30 14:51:23","nicha"
"219","REQ2510-00219","356913129536219","Apple","iPhone 16 128 Gb สีขาว","26500","4","128 Gb","1","4000","22500","0.6","13500","2250","38250","2677.5","40927.5","24750","34425","3410.63","12","2062.5","1125","223.13","40927.5","0","1","44927.5","1","356913129536219","CKV0JCMWH","nicha","2025-10-30 16:22:35","2025-10-30 16:24:02","nicha"
"220","REQ2510-00220","357435932577544","Apple","iPhone 16 Pro Max 256 Gb ทะเลทราย","35900","36","256 Gb","2","10000","25900","0.6","15540","2590","44030","3082.1","47112.1","28490","39627","3926.01","12","2374.17","1295","256.84","47112.1","0","1","57112.1","1","357435932577544","CPX9KFVH7C","nicha","2025-10-30 17:55:14","2025-10-30 17:56:08","nicha"
"221","REQ2510-00221","P01010201552-","Apple","iPhone 15 128 Gb สีดำ","16900","5","5","2","2600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2167.64","12","1310.83","715","141.81","26011.7","0","1","28611.7","1","353354146604099","D3KXM0XNPQ","nicha","2025-10-30 18:24:11","2025-10-31 14:13:11","nicha"
"222","REQ2510-00222","352528336168954","Apple","iPhone 13 128 Gb สีขาว","15000","4","128 Gb","1","2300","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","1925.11","12","1164.17","635","125.94","23101.3","0","1","25401.3","1","352528336168954","J659P4DHXQ","nicha","2025-10-30 18:25:13","2025-10-30 18:26:07","nicha"
"223","REQ2511-00223","351433056870486","Apple","iPhone 15 128 Gb สีชมพู","16900","7","128 Gb","2","2600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2167.64","12","1310.83","715","141.81","26011.7","0","1","28611.7","1","351433056870486","LF467XKCJW","nicha","2025-11-01 11:13:01","2025-11-01 11:14:05","nicha"
"224","REQ2511-00224","351080263699727","Apple","iPhone 16 Pro 128 Gb ทะเลทราย","27900","36","128 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","351080263699727","JDGCQ45J3M","nicha","2025-11-01 16:13:09","2025-11-01 16:15:10","nicha"
"225","REQ2511-00225","35390982377112","Apple","iPhone 13 128 Gb สีดำ","15000","5","128 Gb","1","6000","9000","0.6","5400","900","15300","1071","16371","9900","13770","1364.25","12","825","450","89.25","16371","0","1","22371","1","35390982377112","GFMPQTP95N","nicha","2025-11-02 11:18:39","2025-11-02 11:20:24","nicha"
"226","REQ2511-00226","358538773565475","Apple","iPhone 13 128 Gb สีขาว","12900","4","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","358538773565475","J1KH6L2CXN","nicha","2025-11-02 11:51:50","2025-11-02 11:54:21","nicha"
"227","REQ2511-00227","351063310235489","Apple","iPhone 13 128 Gb สีมิดไนท์","12900","27","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","351063310235489","HQF16W6W9K","nicha","2025-11-02 12:18:43","2025-11-02 12:20:07","nicha"
"228","REQ2511-00228","358434161511125","Apple","iPhone 15 128 Gb สีดำ","20900","5","128 Gb","1","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","358434161511125","H67LQ2GPQF","nicha","2025-11-02 14:44:58","2025-11-02 14:46:54","nicha"
"229","REQ2511-00229","358244950646127","Apple","iPhone 16 Pro 128 Gb ไทเทเนียมดำ","27900","31","128 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","358244950646127","J0H6RWH964","nicha","2025-11-02 14:53:50","2025-11-02 14:55:07","nicha"
"230","REQ2511-00230","359481986979788","Apple","iPhone 13 Pro Max 128 Gb สีเซียร์ร่าบลู","18500","10","128 Gb","2","2800","15700","0.6","9420","1570","26690","1868.3","28558.3","17270","24021","2379.86","12","1439.17","785","155.69","28558.3","0","1","31358.3","1","359481986979788","K9D1P7R02Y","nicha","2025-11-02 17:26:21","2025-11-02 17:28:30","nicha"
"231","REQ2511-00231","351682950095364","Apple","iPhone 15 Plus 128 Gb สีดำ","19900","5","128 Gb","2","3000","16900","0.6","10140","1690","28730","2011.1","30741.1","18590","25857","2561.76","12","1549.17","845","167.59","30741.1","0","1","33741.1","1","351682950095364","GFHQLV1F74","nicha","2025-11-02 18:03:02","2025-11-02 18:05:32","nicha"
"232","REQ2511-00232","358763464010579","Apple","iPhone 13 128 Gb สีเขียว","12900","3","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","358763464010579","YTV6N6QHG7","admins","2025-11-02 18:14:29","2025-11-02 18:17:11","admins"
"233","REQ2511-00233","359062143054036","Apple","iPhone 16 128 Gb สีดำ","21900","5","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","359062143054036","LD9DHXDX72","nicha","2025-11-02 18:28:24","2025-11-02 18:29:41","nicha"
"234","REQ2511-00234","353917858061169","Apple","iPhone 14 128 Gb สีขาว","13900","4","128 Gb","2","2100","11800","0.6","7080","1180","20060","1404.2","21464.2","12980","18054","1788.68","12","1081.67","590","117.02","21464.2","0","1","23564.2","1","353917858061169","JQ7PYXK96R","nicha","2025-11-03 11:30:48","2025-11-03 11:32:17","nicha"
